month,isp_id,selected_vendor,purchase_quantity,min_quality_score
0,isp1,vendor2,50,0.6
0,isp2,vendor2,75,0.6
1,isp1,vendor2,50,0.6
1,isp2,vendor2,75,0.6
2,isp1,vendor2,50,0.6
2,isp2,vendor2,75,0.6
